file_name,comment_text,stance_label
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"SC, ST, OBC and minorities are given admission in Madhya Pradesh however the admission of SC students is declining over the years and that of general is increasing.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In the case of ex-students none of the girls in Assam followed the taboos when they were in the hostels.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Some of the parents mentioned that the verification team didn’t come to their place.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Drop-outs:  Efforts should be made to check drop-out ratesof EWS/ DG students after admission.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Awareness about section 12(1)(c) of the RTE Act and knowledge about processes and procedures in seeking admission in private schools for availing intended benefits is limited among the potential beneficiaries.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"Prasanta Chakrabarty State Consultant, AS 9365464799 Ms.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",The admissible reimbursement is transferred to the school bank account direct.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,NITI Aayog wished to have an elaborate evaluation study covering various aspects of the functioning of the KGBVs and entrusted the assignment of carrying out the evaluation to Development Oriented Operations Research & Surveys.,Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,"(Ossiannilsson, E., Altinay, F., & Altinay, Z.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,All girls need to be imparted computer knowledge.,Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,LIMITATIONS The Major limitation of the study is the sample frame.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,5.3 Questions adopted include  Are the objectives of the KGBV scheme being met in the KGBVs in the Muslim concentrated districts?,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",In majority of schools (Total 75%; Rural 80%; Urban 70%) they had to pay for material for extra-curricular activities.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"We owe thanks to IPE Global, our partner in India, for their assistance in collecting the data and for their initial analysis and compilation of the report, especially Pushpendra Mishra and Sijo John and their team of zonal managers.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",One (urban school) out of 12 schools in the study area in 2015-16; 4 (1 rural + 3 urban) out of 15 schools in 2016-17; and 12 (6 rural + 6 urban) out of 13 schools in 2017-18 had not received the funds till the time of survey.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"National Family Health Survey NFHS-4, 2015-16. Jayaraman, R., and D.",Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,Some states have opted for a combination of sites for food preparation.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,This was possible because of continuous effort and the hard work of the Caretaker and Staff of KGBV.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,It is intended to cover national and/or large-scale programs in all countries of the world (GCNF 2021).,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",They must ensure that the School Management Committees (SMCs) are constituted and remain functional.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, Provision of sports and vocational teachers in KGBVs should be provided for overall development of girls.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,(ii) Financial position for the period 2015-16 to 2017-18 is given below.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf"," In Delhi, Sarva Shiksha Abiyan (SSA) maintained record of all children within the age group of 6-14 years.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"Girls and Home Work The students were asked about home works, whether they are given homework regularly, whether the home work is being checked regularly, and whether the notebooks of the children are verified regularly.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It has further been seen that in Madhya Pradesh except one non-teaching staff all the teachers and non-teaching staff in the KGBVs are satisfied with the selection process adopted for the admission of the girls in the KGBVs.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"There is not even one student in Chhattisgarh, who has said that the space is not adequate or that the furnitures are not adequate and all the students were satisfied with ventilation.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,23 Qualification of Teachers The qualification of teachers has a relation to the level and quality of teaching.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"For the purpose of selection of the Vidyalayas, all the Vidyalayas in the state were mapped in the state map.",Neutral
SSG-2022-report.pdf,"z z 100% check on the GPS of the sample village was done, to map the coordinates of the investigator during the data collection.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,93 The fact that the current students have no case of non-interaction indicates that the situation with regard to interaction of girls with teachers have perhaps improved over time.,Support
SSG-2022-report.pdf,"During the entire course of the field work, field teams transferred raw data daily by using an internet connection.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","(Total 65%; Rural 70%; Urban 60%).However, in none of the school parents of these children were restricted to buy these items from the respective school.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The performance of the Government schools was better in all the subjects in comparison to Government Aided Schools.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"23 Examples of other countries with large and decentralized school meal programs include the United States and perhaps Brazil and Nigeria. 61 This equals approximately INR 33 per day, and the poverty line for rural India is INR 32 per person per day.",Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,Child welfare programs and child nutrition: Evidence from a mandated school meal program in India.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Prior to enactment of the RTE Act, the Sarva Shiksha Abhiyan (SSA) was the flagship programme of the Government of India (GoI) for achieving universalization of elementary education.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,With regard to gender of teachers and staff in the sampled schools it was seen that all the teachers were female in all the states.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Ed qualification as teachers in the overall interest of the programme.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Our thanks go to the officials in the HRD Vertical of NITI Aayog who have given valuable suggestions to finalise the tools and the sample selection and to the Officials of Governance and Research Vertical for their support to carry out the study.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Material for extra-curricular activities and other items like ID card, school batch etc.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,daily wager Total Rajasthan 11 1 2 10 0 12 91.7% 8.3% 16.7% 83.3% 0.0% 100.0% In the case of the non-teaching staff about 92 percent are fulltime and only 2 (16.7%) out of 12 are permanent.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"Economic & Political Weekly, 48(30): 155. Global Child Nutrition Foundation (GCNF).",Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"Chakraborty and Jayaraman (2019) also compared areas with and without school meals and found a positive impact on students’ learning achievements, as measured with test scores.",Support
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",From 5 -12 February 2019 parents can take queries pertaining to point allotment with grievance cell in DoE in all districts of the NCR of Delhi.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,When Shewali left her friend she realised that she was moving somewhere else away from her mother and therefore started weeping across the road.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,They also attempt to connect children with their lived realities.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,Smaller states tend to outperform larger states in terms of scheme coverage.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Trends in KGBVs in all the states and ground realities Trends A general trend seen is that KGBVs in all the five states is that they are all being managed and run by the Sarva Siksha Abhiyan (SSA).,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,All the girls - current students and ex- students have affirmed that they have the interaction with the teachers.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,She had battled odds and her family’s resistance to emerge as one of the /\most promising students at the school.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Maximum of OBCs (2.91%) in 2016 left the school without Transfer Certificates.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",The website gives all the details about students finally selected for admission (school wise) for general seats as well as EWS/DG category seats.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf"," In Delhi, percentage of students enrolled under EWS / DG category wrt current strength was about 20%.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","In the Directorate of Education, the Director is the Chief Executive Officer (CEO) assisted by Additional Directors, Deputy Directors of Education at various units/branches/districts and Principals of schools.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It has been asked from the selected KGBVs as to what steps are taken by them to maintain hygiene.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, Preparation of socio-economic profile of KGBV girls.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The 4th and final evaluation is conducted in the month of December in which the marks of all the previous evaluations are calculated and final grade is given to the children.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",All the schools (100%) were aware about the different types of information collected by the on the RTE portal.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Teachers have felt that they have to do a lot of extra work and put a lot of effort to make these girls future and wardens work for 24 hours.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,(vi) They have completed the target of opening of 67 schools and construction of 57 schools.,Neutral
